pose_idx,j1_deg,j2_deg,j3_deg,j4_deg,j2_fk_deg,j3_fk_deg,j4_fk_deg,j1_actual_deg,j2_actual_deg,j3_actual_deg,j4_actual_deg,position_error_deg,tau_j1_Nm,tau_j2_Nm,tau_j3_Nm,tau_j4_Nm,tau_j2_analytical,tau_j3_analytical,tau_j4_analytical,ee_x_m,ee_y_m,ee_z_m,j3_local_x_m,j3_local_z_m,j4_local_x_m,j4_local_z_m,ee_local_x_m,ee_local_z_m,chassis_roll_deg,chassis_pitch_deg,chassis_z_m,droll_deg,dpitch_deg,dz_chassis_m,max_hub_lift_m,physics_tipped,converged
2329,-0.721,-26.513,21.993,-74.563,-26.513,-158.007,105.437,-0.696,-26.562,22.002,-74.564,0.049,-0.0002,4.4007,-5.7793,0.3594,-4.4053,5.7782,-0.3606,0.106837,0.323831,-0.409458,0.322022,-0.160644,0.037869,-0.138182,0.061777,-0.262136,-180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
2330,28.958,-103.844,-83.166,-24.811,-103.844,96.834,155.189,28.978,-103.943,-83.276,-24.808,0.111,-0.0014,1.7560,4.4937,-1.6141,-1.7709,-4.4940,1.6179,0.094986,0.285963,-0.465362,-0.086111,-0.349413,0.196796,-0.384201,0.089533,-0.317639,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000001,False,True
2331,-44.375,138.830,50.281,-35.492,138.830,-129.719,144.508,-44.340,138.829,50.132,-35.488,0.149,-0.0001,-4.1929,4.3796,-1.7046,4.1922,-4.3745,1.7058,-0.018129,0.296184,0.190457,-0.270893,0.236899,0.010550,0.282032,-0.102542,0.338125,180.000,0.000,-0.032928,-0.000,-0.000,-0.000000,-0.000000,False,True
2332,117.634,-49.978,68.585,-56.064,-49.978,-111.415,123.936,117.674,-49.957,68.691,-56.068,0.106,0.0027,3.0269,-4.3085,1.5157,-2.9940,4.3246,-1.5115,-0.010383,0.352673,-0.590832,0.231426,-0.275584,-0.038714,-0.366533,0.061495,-0.443307,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2333,-130.111,56.869,-71.535,68.026,56.869,108.465,-111.974,-130.120,56.913,-71.470,68.023,0.066,0.0007,1.3928,-4.8257,1.1345,-1.3991,4.8210,-1.1364,0.089650,0.382640,0.327360,0.196688,0.301361,-0.079063,0.373531,-0.003724,0.474823,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2334,-25.779,-39.943,-148.540,-94.624,-39.943,31.460,85.376,-25.832,-40.401,-148.633,-94.625,0.458,-0.0667,15.3125,6.5754,0.4490,-15.2476,-6.5225,-0.4318,0.640476,0.431587,-0.302521,0.275904,-0.231044,0.557824,-0.273094,0.586452,-0.150145,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2335,68.314,144.623,-3.797,65.869,144.623,176.203,-114.131,68.285,144.723,-3.794,65.872,0.100,0.0007,-6.2129,3.0816,-1.7003,6.2064,-3.0727,1.7012,0.007763,0.554902,-0.175968,-0.293423,0.208345,-0.072452,0.028292,-0.185234,-0.028419,-180.000,0.000,-0.032928,-0.000,-0.000,-0.000000,-0.000000,False,True
2336,132.565,51.257,-146.557,84.336,51.257,33.443,-95.664,132.666,51.080,-146.559,84.332,0.177,-0.0123,9.5067,2.4175,1.8631,-9.5603,-2.4382,-1.8694,-0.284983,0.210842,0.392097,0.225215,0.280683,0.251541,0.564503,0.375475,0.540495,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000001,False,True
2337,-46.954,-4.229,5.485,26.022,-4.229,-174.515,-153.978,-46.984,-4.353,5.590,26.018,0.123,0.0003,6.8853,-4.4649,1.6931,-6.8852,4.4642,-1.6924,0.234854,0.437632,-0.122877,0.358887,-0.026540,0.073917,-0.032785,0.186117,0.025070,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2338,24.388,-132.429,81.438,25.070,-132.429,-98.562,-154.930,24.381,-132.338,81.549,25.066,0.111,-0.0185,-9.8136,-2.1758,1.7127,9.8416,2.1636,-1.7126,-0.197449,0.551440,-0.247167,-0.242792,-0.265625,-0.422211,-0.044139,-0.308671,-0.099320,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2339,-155.110,144.690,43.319,-70.196,144.690,-136.681,109.804,-155.106,144.723,43.293,-70.195,0.033,-0.0001,-4.0820,5.2091,-0.8888,4.0773,-5.2095,0.8884,0.132022,0.351494,0.212002,-0.293665,0.208003,-0.011406,0.247716,-0.070306,0.359371,-180.000,0.000,-0.032928,-0.000,-0.000,0.000000,-0.000000,False,True
2340,-118.685,16.854,-18.624,13.664,16.854,161.376,-166.336,-118.721,16.786,-18.435,13.659,0.189,0.0007,6.6031,-4.2942,1.8628,-6.5997,4.2918,-1.8633,0.052262,0.559360,-0.008822,0.344410,0.104338,0.059507,0.113140,0.183034,0.139158,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2341,-155.110,-77.381,160.509,-24.965,-77.381,-19.491,155.035,-154.977,-77.393,160.536,-24.967,0.133,0.0001,2.7535,0.2691,1.0041,-2.7539,-0.2676,-1.0044,-0.003239,0.472454,-0.674157,0.078619,-0.351174,0.044515,-0.634165,0.111106,-0.526920,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2342,82.037,136.054,-143.371,-54.190,136.054,36.629,125.810,81.981,136.322,-143.442,-54.192,0.268,0.0040,-13.4672,-5.2097,0.9179,13.3933,5.1995,-0.9084,0.097734,0.855228,0.025901,-0.259101,0.249742,-0.541818,0.286046,-0.481597,0.175098,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2343,-76.298,-160.401,136.801,16.666,-160.401,-43.199,-163.334,-76.267,-160.104,136.869,16.662,0.297,-0.0018,-14.4792,-3.7703,1.8931,14.4738,3.7527,-1.8902,-0.155479,-0.052754,-0.171675,-0.339019,-0.120709,-0.600216,-0.006590,-0.474901,-0.021833,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
2344,80.548,-66.932,108.046,-99.762,-66.932,-71.954,80.238,80.561,-66.879,108.080,-99.764,0.053,-0.0007,0.8294,-3.6406,0.9934,-0.8103,3.6487,-0.9907,0.024619,0.384862,-0.773652,0.141003,-0.331093,-0.073746,-0.518523,-0.008065,-0.626329,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2345,-156.097,13.258,-28.894,-44.717,13.258,151.106,135.283,-156.106,13.225,-28.861,-44.720,0.033,0.0014,6.0910,-4.9888,0.9419,-6.0888,4.9883,-0.9419,-0.025781,0.488988,-0.097786,0.350275,0.082532,0.075785,0.159357,0.138228,0.049644,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2346,130.517,-57.667,-124.968,31.208,-57.667,55.032,-148.792,130.510,-57.916,-125.136,31.212,0.249,-0.0002,10.5284,4.4748,-1.6794,-10.5660,-4.4793,1.6722,-0.267993,0.204915,-0.526869,0.192472,-0.304071,0.477209,-0.317173,0.366347,-0.377551,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000001,False,True
2347,120.791,-8.376,-123.888,-8.992,-8.376,56.112,171.008,120.836,-8.550,-124.000,-8.989,0.175,0.0589,13.7997,2.6318,-1.4739,-13.9154,-2.6564,1.4851,-0.298114,0.095267,-0.069252,0.356029,-0.052419,0.547730,0.158526,0.449271,0.079520,-180.000,0.000,-0.032927,0.000,0.000,0.000001,0.000003,False,True
2348,-147.986,-84.846,151.850,-70.872,-84.846,-28.150,109.128,-147.989,-84.802,151.845,-70.876,0.045,0.0003,0.5158,-0.5069,1.8997,-0.5164,0.5059,-1.8998,0.051200,0.431093,-0.776517,0.032327,-0.358412,-0.079029,-0.620800,0.046922,-0.629315,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2349,-171.448,-133.170,-95.866,-99.736,-133.170,84.134,80.264,-171.456,-133.202,-96.075,-99.740,0.208,-0.0028,-2.1300,5.6493,1.6307,2.1207,-5.6653,-1.6283,0.028246,0.424177,-0.560578,-0.246209,-0.262460,-0.059344,-0.477701,0.048605,-0.412255,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2350,-159.736,-166.733,134.682,-45.912,-166.733,-45.318,134.088,-159.707,-166.411,134.718,-45.913,0.321,-0.0002,-15.8961,-4.8322,0.4089,15.8989,4.8223,-0.3971,0.528023,0.058941,-0.205300,-0.350262,-0.082589,-0.591855,0.068673,-0.565528,-0.054789,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2351,127.307,-123.247,1.186,9.812,-123.247,-178.814,-170.188,127.073,-123.226,1.116,9.813,0.234,-0.0386,-3.7745,2.5854,-0.7414,3.6915,-2.5478,0.7210,0.112839,0.455583,-0.323624,-0.197298,-0.300961,-0.045994,-0.059396,-0.093792,-0.176235,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
2352,-95.507,163.061,-13.776,6.909,163.061,166.224,-173.091,-95.470,163.178,-13.964,6.913,0.188,-0.0007,-7.3459,3.5503,-1.7418,7.3346,-3.5520,1.7421,0.047673,0.155825,-0.137877,-0.344254,0.104850,-0.099200,-0.040738,-0.214698,0.010216,-180.000,0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
2353,17.378,27.145,43.024,-73.786,27.145,-136.976,106.214,17.410,26.999,43.045,-73.790,0.146,-0.0006,9.9413,-0.2012,1.9006,-9.9382,0.1887,-1.9004,0.326887,0.148878,-0.260019,0.320229,0.164188,0.223531,-0.103948,0.349518,-0.111910,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2354,-26.552,-3.974,-102.586,22.739,-3.974,77.414,-157.261,-26.559,-4.073,-102.568,22.739,0.099,0.0113,13.3522,1.9733,0.2021,-13.3132,-1.9601,-0.2050,0.510201,0.416797,-0.025207,0.359002,-0.024942,0.440245,0.248273,0.453833,0.122769,-180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2355,106.389,-41.643,-25.787,99.785,-41.643,154.213,-80.215,106.427,-41.783,-25.856,99.781,0.140,-0.0015,7.7574,-0.7247,1.6134,-7.7495,0.7550,-1.6085,-0.117411,0.168642,-0.056241,0.268927,-0.239129,0.159525,0.024079,0.266165,0.091637,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2356,-3.997,75.031,157.854,16.973,75.031,-22.146,-163.027,-4.022,74.828,157.848,16.975,0.204,0.0002,6.0585,3.0741,-0.6633,-5.9996,-3.0601,0.6557,0.267133,0.290982,0.308408,0.092951,0.347656,0.264945,0.574955,0.221478,0.456437,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2357,0.238,-129.147,-94.228,5.528,-129.147,85.772,-174.472,0.190,-129.195,-94.408,5.531,0.181,-0.0099,-4.2308,2.9638,-1.5003,4.2120,-2.9726,1.5036,-0.067917,0.376339,-0.544858,-0.227187,-0.279089,-0.019996,-0.474842,-0.119681,-0.397389,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,-0.000000,False,True
2358,176.073,-80.593,151.770,24.527,-80.593,-28.230,-155.473,176.031,-80.481,151.779,24.527,0.112,0.0038,-0.3395,-2.1837,-0.1864,0.3161,2.1761,0.1892,0.108122,0.396123,-0.646541,0.058817,-0.355028,-0.033150,-0.624823,-0.045695,-0.499210,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2359,-125.953,56.125,177.915,75.934,56.125,-2.085,-104.066,-126.063,55.822,177.780,75.931,0.303,0.0980,11.2021,4.8518,1.2194,-11.1827,-4.8394,-1.2233,-0.059944,0.810803,0.282567,0.200585,0.298781,0.367965,0.529500,0.449066,0.432760,-179.999,-0.003,-0.032920,0.001,-0.003,0.000007,0.000018,False,True
2360,119.053,-7.537,-161.313,89.200,-7.537,18.687,-90.800,119.073,-7.953,-161.281,89.202,0.416,4.9473,12.3181,4.5178,-0.8199,-17.6660,-6.3839,-0.3421,-0.366644,0.135966,-0.527914,0.356758,-0.047201,0.636417,0.007918,0.659096,-0.116266,141.674,-12.542,0.024451,-38.326,-12.542,0.057379,0.131006,True,True
2361,-161.370,97.233,11.296,-91.793,97.233,-168.704,88.207,-161.347,97.168,11.220,-91.797,0.077,-0.0001,2.3482,3.7684,1.8252,-2.3476,-3.7805,-1.8235,-0.050099,0.499239,-0.024611,-0.045311,0.357003,0.045274,0.086741,0.166164,0.123094,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2362,-8.046,142.960,-118.145,-59.001,142.960,61.855,120.999,-8.041,143.157,-118.237,-59.005,0.197,0.0759,-12.4669,-3.8528,1.4953,13.0983,4.0143,-1.5751,-0.377604,0.414410,-0.122273,-0.287250,0.216776,-0.545971,0.097151,-0.441546,0.026219,180.000,0.001,-0.032926,-0.000,0.001,0.000002,0.000006,False,True
2363,139.081,116.414,43.817,-76.847,116.414,-136.183,103.153,139.094,116.371,43.805,-76.848,0.043,-0.0001,0.9591,6.0143,0.2212,-0.9518,-6.0145,-0.2194,-0.062501,0.356205,0.203908,-0.160089,0.322298,0.108151,0.225891,0.122695,0.351288,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,-0.000000,False,True
2364,59.477,-113.685,176.235,54.471,-113.685,-3.765,-125.529,59.474,-113.389,176.315,54.473,0.296,0.0011,-8.2124,-3.6847,-0.8756,8.2754,3.7038,0.8651,-0.042762,0.688727,-0.619238,-0.144563,-0.329554,-0.275958,-0.582502,-0.333310,-0.470044,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
2365,66.677,-147.071,142.877,-90.887,-147.071,-37.123,89.113,66.654,-146.590,142.891,-90.887,0.480,0.0013,-15.8258,-6.3091,-0.1537,15.8622,6.3102,0.1686,-0.028825,0.962482,-0.452848,-0.302052,-0.195625,-0.586327,-0.174781,-0.597508,-0.300523,-179.993,0.001,-0.032917,0.007,0.001,0.000011,0.000028,False,True
2366,-85.206,-119.001,152.945,80.527,-119.001,-27.055,-99.473,-85.207,-118.570,153.074,80.529,0.431,0.0007,-11.3470,-5.8901,-0.8055,11.4149,5.8974,0.7888,-0.080884,-0.064567,-0.510330,-0.174475,-0.314743,-0.410938,-0.473904,-0.463230,-0.359005,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000001,False,True
2367,-29.313,102.071,-103.194,-95.889,102.071,76.806,84.111,-29.275,102.229,-103.153,-95.888,0.158,-0.0471,-8.8688,-6.4244,-0.2252,8.7692,6.3893,0.2325,-0.297929,0.265057,0.083736,-0.075257,0.351910,-0.360241,0.357497,-0.375652,0.232203,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
2368,-48.031,148.979,15.235,20.509,148.979,-164.765,-159.491,-47.985,149.055,15.089,20.514,0.146,0.0003,-5.7372,4.0274,-1.8984,5.7247,-4.0281,1.8977,-0.057562,0.263851,-0.050303,-0.308399,0.185457,-0.034110,0.107915,-0.159920,0.097519,-180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2369,7.720,153.162,-95.461,-44.885,153.162,84.539,135.115,7.708,153.265,-95.455,-44.889,0.103,0.0117,-11.9492,-1.5002,1.9115,11.5883,1.4338,-1.8567,-0.267123,0.493402,-0.198321,-0.321104,0.162471,-0.473411,-0.078463,-0.350318,-0.050461,180.000,0.000,-0.032927,-0.000,0.000,0.000001,0.000003,False,True
2370,-13.598,-72.642,143.793,-5.887,-72.642,-36.207,174.113,-13.604,-72.595,143.858,-5.889,0.065,0.0022,2.1951,-1.1919,0.7962,-2.2024,1.1928,-0.7968,0.129900,0.335441,-0.645795,0.107361,-0.343479,0.015270,-0.613232,0.068095,-0.498577,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
2371,-62.317,122.523,-111.185,-11.623,122.523,68.815,168.377,-62.256,122.595,-111.033,-11.627,0.152,0.0057,-10.2577,-4.1282,1.9038,10.2522,4.1337,-1.9041,-0.159546,0.106285,0.098690,-0.193478,0.303432,-0.472954,0.247392,-0.346717,0.246766,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2372,-70.027,13.045,-124.575,49.779,13.045,55.425,-130.221,-70.042,12.826,-124.518,49.777,0.219,0.0265,14.2752,3.1737,0.8971,-14.2479,-3.1612,-0.9012,0.405078,0.761853,0.086154,0.350580,0.081227,0.455186,0.346377,0.514935,0.235174,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2373,-89.693,116.205,-175.621,-0.672,116.205,4.379,179.328,-89.654,116.409,-175.590,-0.674,0.204,-0.0407,-7.2851,-2.2066,0.9595,7.2090,2.1836,-0.9495,0.020805,0.132634,0.310713,-0.158912,0.322880,-0.303938,0.568266,-0.240987,0.458844,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
2374,-48.583,17.411,-114.499,-15.756,17.411,65.501,164.244,-48.561,17.363,-114.545,-15.754,0.049,0.0153,10.9378,0.0389,-0.7478,-10.8795,-0.0206,0.7392,0.364085,0.514477,0.126710,0.343378,0.107683,0.378548,0.390544,0.329541,0.274207,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2375,-126.021,-127.478,-111.685,46.055,-127.478,68.315,-133.945,-125.972,-127.435,-111.850,46.060,0.164,-0.0117,-5.6658,1.2786,-1.8538,5.6226,-1.3020,1.8545,0.157348,0.198327,-0.649148,-0.218966,-0.285584,-0.072859,-0.530329,-0.195808,-0.501699,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
2376,133.958,-151.481,-152.104,85.161,-151.481,27.896,-94.839,133.762,-151.122,-152.068,85.165,0.359,-0.0123,-14.9212,-4.9054,-1.5034,14.8977,4.8982,1.4918,0.548689,0.676463,-0.481768,-0.316200,-0.171819,-0.473874,-0.409276,-0.572774,-0.330824,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000002,False,True
2377,36.763,164.599,132.387,58.784,164.599,-47.613,-121.216,36.710,164.788,132.227,58.780,0.189,0.1350,-12.0702,-0.9472,1.9212,11.8671,0.8954,-1.8990,-0.168031,0.639338,0.191893,-0.346944,0.095572,-0.476286,0.349575,-0.350392,0.340264,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2378,-131.837,-26.711,100.799,47.343,-26.711,-79.201,-132.657,-131.764,-26.738,100.816,47.346,0.072,0.0197,7.4774,-2.6804,-0.9925,-7.4847,2.6812,0.9930,0.021987,0.549492,-0.475517,0.321464,-0.161757,0.243318,-0.435875,0.177487,-0.328160,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000001,False,True
2379,69.789,-53.813,-88.387,-2.456,-53.813,91.613,177.544,69.899,-53.935,-88.558,-2.452,0.172,-0.0022,10.0305,3.3277,-1.5593,-10.0319,-3.3126,1.5532,0.044484,0.038084,-0.337080,0.212476,-0.290445,0.437698,-0.115740,0.334728,-0.188769,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2380,125.160,-51.731,101.973,80.043,-51.731,-78.027,-99.957,125.179,-51.654,102.086,80.046,0.114,0.0028,1.8759,-5.1618,-1.2325,-1.8790,5.1696,1.2312,0.075499,0.424987,-0.553166,0.222886,-0.282535,0.040590,-0.501659,-0.041034,-0.405360,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
2381,-94.487,-43.584,-28.021,-2.737,-43.584,151.979,177.263,-94.477,-43.596,-27.964,-2.738,0.057,0.0092,6.7900,-1.4241,0.5115,-6.8142,1.4294,-0.5139,0.143141,0.565429,-0.246505,0.260677,-0.248097,0.170725,0.022376,0.204797,-0.099177,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2382,-125.784,160.199,99.187,86.057,160.199,-80.813,-93.943,-125.804,160.255,99.010,86.053,0.178,0.0015,-7.7162,2.9917,1.8416,7.7303,-2.9773,-1.8430,0.146690,0.228979,0.222408,-0.338590,0.121907,-0.286089,0.402069,-0.163903,0.370341,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2383,-176.898,-157.426,-63.717,60.584,-157.426,116.283,-119.416,-176.921,-157.340,-63.818,60.588,0.101,0.0026,-7.6731,2.8388,-1.7974,7.6667,-2.8418,1.7956,0.296895,0.321623,-0.515456,-0.332297,-0.138142,-0.117644,-0.325683,-0.236685,-0.367700,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2384,-162.990,-137.138,23.276,-69.948,-137.138,-156.724,110.052,-162.984,-136.991,23.279,-69.944,0.147,-0.0002,-7.7473,0.5760,-1.9006,7.7505,-0.5912,1.8999,0.308690,0.245412,-0.123666,-0.263780,-0.244795,-0.148470,0.015879,-0.274429,0.024268,180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2385,94.410,104.275,-42.620,-90.602,104.275,137.380,89.398,94.378,104.314,-42.674,-90.605,0.054,-0.0000,-4.0727,-1.2587,1.6660,4.0636,1.2575,-1.6663,0.075282,0.492074,-0.110494,-0.088732,0.348756,-0.224065,0.097894,-0.113599,0.036794,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2386,175.387,17.787,-112.437,48.171,17.787,67.563,-131.829,175.386,17.637,-112.333,48.168,0.150,-0.0002,12.6648,1.8156,1.3103,-12.6468,-1.8104,-1.3113,-0.370118,0.508809,0.154286,0.342664,0.109934,0.365769,0.394035,0.452700,0.302499,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
2387,-163.843,-133.727,30.828,37.168,-133.727,-149.172,-142.832,-163.845,-133.684,30.852,37.166,0.042,0.0002,-5.7085,2.1524,0.7846,5.7090,-2.1573,-0.7826,0.193192,0.327697,-0.244571,-0.248747,-0.260056,-0.185118,0.017790,-0.133231,-0.097292,-180.000,0.000,-0.032928,-0.000,-0.000,-0.000000,-0.000000,False,True
2388,89.306,-167.594,90.299,20.418,-167.594,-89.701,-159.582,89.256,-167.529,90.368,20.415,0.069,0.0009,-11.4384,-0.3250,1.0445,11.4285,0.3138,-1.0405,0.132006,0.714201,-0.052592,-0.351465,-0.077311,-0.414152,0.200749,-0.345172,0.095024,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
2389,-154.130,-99.276,91.119,95.248,-99.276,-88.881,-84.752,-154.112,-99.045,91.122,95.248,0.231,0.0006,-7.8073,-6.0126,0.0894,7.8334,5.9991,-0.0966,0.328357,0.168878,-0.337219,-0.058005,-0.355162,-0.340160,-0.314718,-0.333753,-0.188643,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
2390,33.168,-86.108,-51.736,9.081,-86.108,128.264,-170.919,33.219,-86.161,-51.881,9.083,0.145,0.0013,4.1410,3.3833,-1.1979,-4.1453,-3.3729,1.1922,0.136551,0.231079,-0.413873,0.024425,-0.359037,0.235730,-0.167733,0.156692,-0.266166,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
2391,92.187,-174.883,6.736,-30.420,-174.883,-173.264,149.580,92.139,-174.787,6.633,-30.416,0.104,-0.0009,-7.1123,4.2223,-1.8052,7.1134,-4.2217,1.8050,0.099479,0.572565,-0.081206,-0.358433,-0.032095,-0.079472,0.026452,-0.199139,0.066649,180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2392,-50.686,-102.207,94.960,12.993,-102.207,-85.040,-167.007,-50.759,-102.091,95.132,12.989,0.171,0.0498,-6.6372,-4.2309,1.8988,6.6207,4.2143,-1.8946,-0.112836,0.218494,-0.451306,-0.076094,-0.351730,-0.358856,-0.315773,-0.233252,-0.303134,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000001,False,True
2393,-176.064,85.795,-160.381,-94.318,85.795,19.619,85.682,-176.048,85.933,-160.055,-94.314,0.326,0.0078,-2.7432,-3.5510,-1.8661,2.6708,3.5053,1.8685,0.239893,0.340315,0.460602,0.026388,0.358898,-0.049372,0.633685,-0.173250,0.609389,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
2394,34.268,127.956,-154.120,15.853,127.956,25.880,-164.147,34.208,128.202,-153.999,15.849,0.246,0.1294,-10.7535,-3.6842,1.8813,10.6533,3.6537,-1.8734,-0.181877,0.632116,0.237818,-0.221339,0.283749,-0.477171,0.409435,-0.352972,0.386839,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
2395,176.848,143.365,-44.560,80.486,143.365,135.440,-99.514,176.837,143.520,-44.560,80.490,0.155,0.0001,-10.0989,-0.9457,-1.9047,10.0936,0.9614,1.9040,0.431577,0.313600,-0.213614,-0.288776,0.214739,-0.245144,-0.066941,-0.371373,-0.065379,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
2396,-87.258,-39.631,-99.550,-99.134,-39.631,80.450,80.866,-87.292,-39.894,-99.433,-99.132,0.263,0.0148,12.3287,3.6421,-0.9935,-12.4249,-3.6601,1.0001,0.243564,0.761786,-0.084668,0.277158,-0.229538,0.492870,-0.043217,0.426564,0.064206,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
2397,-111.783,-65.011,-45.127,69.061,-65.011,134.873,-110.939,-111.758,-65.204,-45.108,69.058,0.193,-0.0041,8.3139,3.5652,1.4265,-8.3631,-3.5555,-1.4354,0.072592,0.720155,-0.289838,0.152023,-0.326180,0.250160,-0.058567,0.345320,-0.141516,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
2398,-135.387,179.950,-146.249,60.386,179.950,33.751,-119.614,-135.316,179.992,-146.240,60.386,0.071,-0.0039,-16.6355,-5.2564,-0.1376,16.6392,5.2588,0.1357,0.374970,-0.147191,-0.179634,-0.359867,0.000315,-0.597003,-0.157842,-0.606000,-0.031925,-179.999,-0.000,-0.032928,0.001,-0.000,0.000000,0.000002,False,True
2399,19.892,96.963,33.123,-78.779,96.963,-146.877,101.221,19.893,96.861,33.101,-78.782,0.101,0.0001,3.7911,5.1494,1.1940,-3.7762,-5.1557,-1.1904,0.217080,0.213598,0.089947,-0.043623,0.357213,0.139921,0.139134,0.218840,0.237663,-180.000,0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
2400,34.720,13.447,61.827,69.366,13.447,-118.173,-110.634,34.774,13.383,61.860,69.369,0.063,0.0014,7.9573,-3.1208,-1.5535,-7.9501,3.1183,1.5529,0.143560,0.214977,-0.266461,0.350002,0.083684,0.277543,-0.191991,0.174592,-0.118935,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,-0.000000,False,True
2401,105.218,-88.282,105.063,52.709,-88.282,-74.937,-127.291,105.128,-88.092,105.055,52.708,0.190,-0.0509,-4.8738,-5.2421,0.6639,4.8875,5.2286,-0.6672,0.152830,0.574361,-0.471677,0.010787,-0.359705,-0.262114,-0.441997,-0.217883,-0.323762,180.000,-0.000,-0.032927,-0.000,-0.000,0.000000,0.000001,False,True
2402,91.106,-64.330,54.188,-1.791,-64.330,-125.812,178.209,91.151,-64.310,54.413,-1.795,0.225,-0.0001,0.7316,-4.2029,1.8650,-0.7310,4.1988,-1.8630,0.032279,0.385801,-0.448109,0.155890,-0.324350,-0.124695,-0.274159,-0.001185,-0.300260,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
